game_id,p1,p2,winner,loser,game_pattern
5510,918,168,918,168,574086123
5511,18,697,697,18,03684512
5512,415,242,415,242,0574613
5513,323,726,323,726,0743261
5514,386,662,386,662,48731
5515,342,10,342,10,412637058
5516,776,444,776,444,8713062
5517,752,923,752,923,1063728
5518,922,857,857,922,567204
5519,277,466,0,0,063871542
5520,732,533,732,533,8274136
5521,161,919,919,161,740612
5522,616,171,0,0,243580761
5523,637,307,637,307,435268107
5524,251,923,0,0,326017458
5525,425,373,425,373,635170248
5526,605,929,605,929,4723106
5527,222,622,222,622,672314580
5528,887,678,887,678,067345281
5529,426,605,605,426,27546801
5530,235,997,235,997,460218537
5531,943,613,613,943,21560837
5532,769,768,769,768,2047816
5533,233,978,233,978,3726508
5534,698,317,698,317,68370
5535,972,791,0,0,163785204
5536,773,622,622,773,572836
5537,213,981,213,981,503786142
5538,311,5,311,5,530174268
5539,338,330,330,338,24673051
5540,165,319,319,165,28361074
5541,86,246,246,86,36120578
5542,415,161,415,161,3085617
5543,646,853,853,646,306271
5544,470,501,470,501,067354281
5545,265,95,95,265,35160284
5546,288,829,0,0,871234605
5547,316,635,316,635,87205
5548,173,749,0,0,036712485
5549,377,622,377,622,625743018
5550,524,576,576,524,54201376
5551,743,597,743,597,83014
5552,636,635,635,636,60387512
5553,10,903,10,903,0326548
5554,839,668,839,668,647531208
5555,236,606,236,606,571043682
5556,571,445,571,445,42157
5557,234,40,234,40,803724165
5558,250,297,250,297,478350612
5559,703,309,703,309,75628
5560,249,5,249,5,358640721
5561,799,353,353,799,76028134
5562,348,184,348,184,5084617
5563,594,861,594,861,6512708
5564,527,816,527,816,280673541
5565,525,780,525,780,5087423
5566,148,133,148,133,156234708
5567,631,267,0,0,364180752
5568,289,952,289,952,078531264
5569,153,453,0,0,146780325
5570,731,878,731,878,2541038
5571,724,469,724,469,301845267
5572,656,980,980,656,042157
5573,402,320,320,402,04381657
5574,734,150,150,734,782430
5575,815,84,0,0,178520364
5576,409,142,409,142,1508764
5577,880,762,880,762,86532
5578,49,214,49,214,16280
5579,156,152,152,156,28615074
5580,186,341,0,0,031452786
5581,92,888,92,888,068321745
5582,797,217,797,217,0781562
5583,810,288,810,288,246817350
5584,978,840,978,840,613428750
5585,485,229,485,229,410362758
5586,579,697,697,579,51346028
5587,287,300,287,300,675804231
5588,160,352,160,352,350617824
5589,609,60,609,60,07623
5590,128,382,382,128,451862
5591,312,392,0,0,536274180
5592,355,692,355,692,128364507
5593,702,788,702,788,2564310
5594,406,884,406,884,8312754
5595,984,124,0,0,584162730
5596,287,377,287,377,6073421
5597,709,309,309,709,28137450
5598,111,673,111,673,3186574
5599,720,623,0,0,241036758
5600,383,144,144,383,82640157
5601,731,608,731,608,3145028
5602,791,353,353,791,685470
5603,442,925,442,925,1743062
5604,883,24,883,24,567802314
5605,590,934,590,934,345176802
5606,840,715,840,715,4618537
5607,56,156,156,56,15403268
5608,232,122,232,122,0652483
5609,487,178,487,178,871365204
5610,392,49,49,392,38516724
5611,858,703,858,703,02653
5612,791,415,791,415,31086
5613,267,84,267,84,417532860
5614,406,509,509,406,20731456
5615,823,729,823,729,176045382
5616,443,418,418,443,52048316
5617,380,844,844,380,047216
5618,45,454,454,45,46580127
5619,997,685,0,0,635812047
5620,677,200,200,677,21307854
5621,273,952,0,0,237658014
5622,129,532,0,0,752480163
5623,269,846,269,846,5384172
5624,480,688,688,480,56412370
5625,541,82,0,0,546813720
5626,873,361,361,873,03746215
5627,20,79,20,79,063475182
5628,55,733,55,733,834710256
5629,669,385,669,385,283164750
5630,728,886,886,728,53867410
5631,307,537,537,307,67253481
5632,827,901,0,0,634201587
5633,889,861,889,861,078512364
5634,815,616,815,616,643287150
5635,20,88,88,20,21435670
5636,756,337,756,337,478125360
5637,2,58,0,0,670342185
5638,745,505,745,505,845671032
5639,654,830,0,0,128350674
5640,440,768,440,768,043527861
5641,457,69,0,0,648015372
5642,393,247,247,393,741682
5643,269,578,269,578,645108723
5644,232,493,493,232,562708
5645,185,238,0,0,147025863
5646,411,23,411,23,8156420
5647,690,350,0,0,652037841
5648,187,138,0,0,203586174
5649,911,672,911,672,6184037
5650,672,8,8,672,03156248
5651,80,224,80,224,2603874
5652,342,126,342,126,608413275
5653,603,488,603,488,5360718
5654,371,78,371,78,145780362
5655,763,334,763,334,806214537
5656,942,459,942,459,684230175
5657,672,816,672,816,4576021
5658,915,939,915,939,5732164
5659,235,601,235,601,317520648
5660,765,856,765,856,20815
5661,819,156,819,156,5842103
5662,813,921,813,921,81470
5663,935,212,935,212,486370521
5664,877,878,0,0,307586214
5665,193,152,193,152,7615230
5666,114,522,522,114,63870415
5667,165,964,165,964,3648107
5668,59,700,700,59,465320
5669,281,620,281,620,630547128
5670,415,236,415,236,6803172
5671,507,154,154,507,84762310
5672,863,890,890,863,31548607
5673,387,466,0,0,247853016
5674,553,404,404,553,748652
5675,527,379,527,379,3081746
5676,68,820,820,68,53426180
5677,661,121,121,661,81764350
5678,477,536,536,477,71305824
5679,422,446,446,422,12074638
5680,585,450,0,0,340186257
5681,141,663,141,663,0435182
5682,250,504,250,504,08172
5683,631,307,0,0,017358642
5684,436,6,436,6,3468720
5685,96,484,96,484,8726035
5686,771,458,0,0,453601782
5687,875,66,875,66,6510837
5688,425,965,965,425,01243657
5689,342,260,0,0,780125463
5690,967,600,967,600,5143206
5691,973,297,973,297,08643
5692,459,75,459,75,63847
5693,727,212,727,212,803546127
5694,999,56,0,0,352670148
5695,813,241,813,241,3248167
5696,812,578,578,812,706814
5697,476,842,476,842,1324670
5698,805,715,715,805,48026375
5699,410,800,0,0,176584302
5700,621,30,0,0,356014278
5701,501,329,501,329,671580432
5702,683,893,683,893,56403
5703,800,60,800,60,0326418
5704,446,234,446,234,713502468
5705,201,778,778,201,082647
5706,975,735,975,735,352041876
5707,977,466,466,977,615280
5708,616,653,616,653,2546071
5709,901,577,577,901,58342701
5710,496,190,190,496,15680473
5711,860,446,860,446,8650314
5712,621,266,621,266,6704153
5713,127,73,127,73,0376184
5714,265,570,265,570,540628731
5715,431,59,431,59,1506428
5716,631,23,23,631,638415
5717,312,257,312,257,8354726
5718,803,128,803,128,871346250
5719,27,106,106,27,735046
5720,204,412,412,204,83701426
5721,114,314,114,314,8264013
5722,731,606,731,606,720346581
5723,738,701,701,738,84076325
5724,913,717,717,913,17328604
5725,292,941,0,0,710648235
5726,765,63,765,63,1702468
5727,196,304,196,304,4276831
5728,633,225,225,633,724051
5729,184,233,184,233,24051
5730,27,204,204,27,15036278
5731,115,875,115,875,017256483
5732,931,414,931,414,61350
5733,100,242,0,0,358426710
5734,582,306,306,582,04578261
5735,27,613,27,613,730842561
5736,325,914,914,325,385470
5737,271,810,810,271,07163458
5738,290,642,290,642,861430572
5739,11,927,11,927,7863412
5740,584,537,584,537,734501682
5741,501,440,501,440,6485017
5742,449,211,211,449,570431
5743,770,419,770,419,654203178
5744,599,908,599,908,058736241
5745,3,900,3,900,146053872
5746,949,55,949,55,6831250
5747,660,437,437,660,076154
5748,944,29,944,29,7032856
5749,278,813,278,813,4127305
5750,272,861,0,0,308715642
5751,569,754,754,569,381265
5752,16,929,16,929,2578604
5753,994,687,994,687,537614280
5754,312,361,361,312,521634
5755,49,698,49,698,123645078
5756,56,803,803,56,23176485
5757,908,27,908,27,5183402
5758,590,868,590,868,57862
5759,235,780,780,235,60378142
5760,520,90,90,520,30718642
5761,176,435,435,176,78450132
5762,964,673,964,673,02356
5763,176,349,349,176,56432817
5764,40,535,40,535,35016
5765,466,548,466,548,035642718
5766,431,604,431,604,4278501
5767,364,975,0,0,805247631
5768,372,548,372,548,780254613
5769,159,998,159,998,6702153
5770,391,585,391,585,703456218
5771,306,901,0,0,630278514
5772,680,620,680,620,253041876
5773,997,284,997,284,237058614
5774,463,213,213,463,13205874
5775,596,22,596,22,3270846
5776,792,302,302,792,63015784
5777,507,86,507,86,301682574
5778,2,103,103,2,85426130
5779,917,302,917,302,0512643
5780,412,990,990,412,072184
5781,203,993,993,203,482706
5782,889,192,0,0,210856743
5783,642,516,642,516,058612374
5784,875,579,875,579,83460
5785,465,99,465,99,3708456
5786,873,970,873,970,1672584
5787,918,745,745,918,78513064
5788,771,171,0,0,684713025
5789,326,525,326,525,134702568
5790,442,201,442,201,0743162
5791,810,341,810,341,4283706
5792,897,356,897,356,14062
5793,715,755,755,715,74306128
5794,521,84,521,84,740153268
5795,626,764,626,764,624850731
5796,19,480,19,480,6502718
5797,829,7,7,829,805261
5798,292,531,292,531,4586720
5799,808,992,992,808,850423
5800,131,47,47,131,28501346
5801,684,96,96,684,543820
5802,942,722,942,722,718026345
5803,680,195,0,0,341085762
5804,523,33,33,523,548602
5805,173,150,150,173,165234
5806,74,383,74,383,520168743
5807,61,556,61,556,23476
5808,439,798,439,798,1468350
5809,233,440,233,440,2605478
5810,837,670,0,0,362514708
5811,931,399,931,399,54812
5812,617,639,617,639,057146238
5813,388,988,388,988,04316
5814,688,530,530,688,613270
5815,639,925,925,639,23854076
5816,756,90,756,90,645172380
5817,239,949,0,0,256780143
5818,51,882,51,882,867034215
5819,545,734,545,734,75184
5820,71,622,71,622,465723018
5821,666,142,666,142,6203854
5822,940,66,66,940,78036514
5823,334,836,334,836,531806427
5824,436,541,541,436,423578
5825,69,634,634,69,572461
5826,437,833,833,437,65480712
5827,154,343,343,154,64701258
5828,409,632,409,632,740853162
5829,785,565,565,785,84237105
5830,295,22,0,0,318475260
5831,918,189,189,918,34758206
5832,201,794,201,794,36415
5833,710,737,737,710,26014758
5834,89,370,89,370,837206514
5835,764,436,764,436,3286514
5836,727,62,727,62,167502834
5837,280,62,0,0,138740526
5838,885,900,885,900,184035276
5839,564,742,742,564,12347086
5840,41,642,0,0,280376514
5841,872,773,872,773,140653782
5842,475,285,285,475,13720465
5843,780,716,780,716,5104832
5844,699,735,699,735,762418530
5845,417,89,417,89,03281
5846,714,282,714,282,1768402
5847,915,959,959,915,26785043
5848,464,519,464,519,2681375
5849,797,164,797,164,4782630
5850,774,279,279,774,78536014
5851,384,294,384,294,5184702
5852,991,702,991,702,4108256
5853,237,965,237,965,5187032
5854,351,187,351,187,168207534
5855,520,81,0,0,582136047
5856,820,582,582,820,52607814
5857,192,794,0,0,615803247
5858,611,738,738,611,305172
5859,810,338,0,0,407681253
5860,281,503,281,503,4123086
5861,148,507,507,148,543721
5862,448,160,0,0,385174260
5863,750,337,337,750,48530617
5864,780,176,176,780,53861204
5865,980,655,980,655,2405376
5866,749,656,656,749,27053846
5867,870,183,183,870,60138524
5868,775,543,775,543,635782410
5869,594,697,697,594,218764
5870,622,884,884,622,16705438
5871,218,937,218,937,48375
5872,642,825,642,825,854720316
5873,124,751,0,0,285104736
5874,221,709,709,221,01482657
5875,291,768,291,768,683750124
5876,743,671,743,671,351762840
5877,228,375,375,228,10327486
5878,408,604,408,604,751682304
5879,752,368,368,752,14783562
5880,732,458,732,458,1607432
5881,523,742,0,0,512648730
5882,847,856,856,847,42831650
5883,101,670,101,670,460135728
5884,939,552,939,552,5741208
5885,472,815,472,815,361028457
5886,420,123,420,123,467251038
5887,158,317,158,317,134756820
5888,730,901,730,901,731852064
5889,975,664,975,664,735140682
5890,296,327,296,327,7325461
5891,354,481,354,481,15487
5892,771,148,771,148,354610287
5893,457,589,457,589,85637
5894,782,456,456,782,85623140
5895,419,133,133,419,53274608
5896,135,876,135,876,8564017
5897,556,331,0,0,412576308
5898,419,728,419,728,810532764
5899,392,764,392,764,5146203
5900,167,251,167,251,723185460
5901,823,513,0,0,145730628
5902,787,919,787,919,70658
5903,615,171,615,171,31584
5904,879,977,977,879,53284716
5905,580,227,580,227,0315872
5906,450,958,450,958,23865
5907,228,872,872,228,85731024
5908,357,42,42,357,65743028
5909,718,878,718,878,850317624
5910,350,29,29,350,54708132
5911,458,384,384,458,18403627
5912,146,887,146,887,0734126
5913,966,322,0,0,580712436
5914,23,779,0,0,317804265
5915,133,798,133,798,25140
5916,733,835,835,733,60275834
5917,151,88,151,88,015836724
5918,208,211,208,211,751286034
5919,334,455,334,455,2075614
5920,377,511,511,377,80574162
5921,584,393,393,584,201874
5922,317,509,509,317,68542710
5923,19,281,281,19,240365
5924,768,714,0,0,401567328
5925,67,998,0,0,015628743
5926,108,55,108,55,280173456
5927,651,107,651,107,3261540
5928,954,890,0,0,187302645
5929,445,968,968,445,64182350
5930,671,520,671,520,24170
5931,178,690,690,178,64751208
5932,616,146,616,146,7405162
5933,175,681,175,681,0426381
5934,858,16,0,0,158427306
5935,763,678,678,763,68047325
5936,530,227,530,227,5183072
5937,27,936,27,936,1382467
5938,813,548,813,548,8367512
5939,785,717,717,785,42650718
5940,21,529,21,529,7043216
5941,441,297,441,297,820351674
5942,698,905,698,905,12407
5943,650,655,655,650,240157
5944,380,532,380,532,2085647
5945,417,888,888,417,386572
5946,809,151,151,809,54713682
5947,425,256,425,256,4805276
5948,568,342,568,342,780456132
5949,802,631,631,802,876421
5950,411,136,411,136,72618
5951,923,591,923,591,3420518
5952,964,543,964,543,05162
5953,862,365,862,365,5407862
5954,970,790,790,970,15347028
5955,115,110,115,110,2374061
5956,706,869,706,869,0546132
5957,34,308,34,308,6453708
5958,255,263,0,0,680453712
5959,283,276,283,276,7284106
5960,739,535,739,535,486253701
5961,169,583,169,583,457103286
5962,638,655,0,0,874532601
5963,239,289,289,239,082647
5964,226,718,226,718,1706832
5965,99,903,99,903,308147652
5966,598,181,0,0,360521847
5967,295,241,295,241,4827306
5968,858,643,643,858,13064857
5969,880,852,880,852,8537420
5970,270,109,270,109,3605814
5971,338,37,338,37,051247368
5972,993,68,993,68,4815236
5973,548,546,0,0,608237154
5974,665,157,0,0,365471280
5975,333,215,0,0,368124057
5976,323,452,0,0,028317645
5977,784,858,784,858,608753412
5978,724,455,455,724,52480716
5979,49,926,926,49,65721438
5980,111,737,111,737,56423
5981,872,349,872,349,046215873
5982,370,837,370,837,7546821
5983,873,187,187,873,126805
5984,111,919,0,0,670243185
5985,401,694,401,694,7648513
5986,295,220,295,220,204815367
5987,10,867,10,867,742816350
5988,551,137,551,137,4651083
5989,138,739,739,138,31548260
5990,480,249,480,249,516472038
5991,301,959,959,301,27318564
5992,550,188,550,188,810253764
5993,76,985,76,985,4730285
5994,396,323,396,323,1475826
5995,928,661,0,0,742153680
5996,482,339,482,339,204176583
5997,866,612,612,866,51243067
5998,664,198,664,198,521637804
5999,250,621,250,621,02418
6000,230,280,230,280,13724
6001,346,407,0,0,842017356
6002,489,567,489,567,316084257
6003,85,401,401,85,213407
6004,270,712,0,0,437261580
6005,577,437,437,577,58327406
6006,53,698,53,698,0763428
6007,531,289,531,289,06251
6008,709,512,512,709,283014
6009,195,867,195,867,2543106
6010,691,306,691,306,50248
6011,876,249,0,0,653280174
6012,832,421,0,0,135748620
6013,540,548,0,0,546283170
6014,9,43,9,43,581236704
6015,702,45,702,45,4703682
6016,640,674,640,674,342560817
6017,563,3,3,563,30824761
6018,932,659,659,932,67258314
6019,905,113,113,905,64087512
6020,410,946,410,946,138247650
6021,380,561,0,0,245308716
6022,57,186,0,0,172530864
6023,277,108,277,108,2865034
6024,668,369,369,668,641028
6025,146,987,987,146,76308452
6026,314,860,860,314,82740156
6027,700,963,700,963,345126708
6028,794,456,456,794,81740236
6029,112,303,112,303,0631824
6030,654,447,447,654,76854023
6031,985,276,985,276,273145086
6032,447,338,447,338,06132
6033,78,197,78,197,6472350
6034,693,965,693,965,4368012
6035,74,876,74,876,42078
6036,678,205,205,678,840216
6037,553,708,553,708,38056
6038,846,182,846,182,2086415
6039,997,893,997,893,8105234
6040,342,981,342,981,2587614
6041,677,954,954,677,01852364
6042,591,781,781,591,64281350
6043,157,274,157,274,240183765
6044,46,803,46,803,0721438
6045,713,495,495,713,657314
6046,746,451,746,451,83460
6047,24,877,24,877,6584317
6048,804,509,509,804,18356470
6049,143,661,143,661,670853412
6050,529,484,484,529,51408372
6051,459,520,0,0,014853627
6052,685,109,685,109,328746105
6053,723,228,0,0,164527308
6054,18,287,18,287,6457238
6055,599,380,599,380,62738
6056,799,740,799,740,25634
6057,368,522,368,522,072635841
6058,678,635,678,635,087256413
6059,679,934,679,934,4501278
6060,958,93,0,0,280431567
6061,602,582,0,0,012873645
6062,158,386,158,386,48365
6063,85,471,0,0,567148230
6064,887,98,887,98,4015627
6065,602,97,602,97,528106374
6066,429,182,0,0,456217803
6067,27,20,27,20,347508216
6068,37,907,907,37,723568
6069,796,239,796,239,538601742
6070,632,875,875,632,78041365
6071,284,293,284,293,264781305
6072,650,950,950,650,761350
6073,473,495,495,473,184265
6074,220,680,220,680,218573460
6075,172,509,172,509,0851423
6076,965,593,965,593,0163428
6077,261,306,261,306,638507214
6078,729,700,729,700,142357680
6079,616,453,616,453,013546278
6080,345,612,345,612,1840256
6081,873,551,873,551,1042375
6082,794,182,0,0,014372586
6083,395,912,395,912,724136850
6084,18,953,18,953,8342750
6085,52,193,52,193,527816034
6086,34,220,34,220,0761824
6087,617,718,718,617,57603824
6088,887,760,760,887,721538
6089,975,126,126,975,102864
6090,712,608,712,608,6475328
6091,559,577,577,559,560827
6092,407,399,399,407,67850423
6093,784,775,0,0,028364175
6094,766,209,209,766,160452
6095,700,357,700,357,27041
6096,55,80,55,80,046817532
6097,294,162,0,0,284176530
6098,412,691,0,0,748635201
6099,156,41,156,41,743508261
6100,932,422,932,422,4752103
6101,487,314,314,487,582607
6102,791,773,0,0,108752643
6103,101,420,101,420,318047652
6104,30,893,30,893,143680572
6105,513,132,132,513,16047532
6106,641,449,641,449,517283460
6107,904,495,495,904,24183750
6108,86,307,86,307,573412680
6109,642,841,642,841,4701258
6110,95,813,0,0,620358147
6111,589,158,589,158,1065784
6112,94,616,94,616,0561234
6113,883,50,0,0,604782531
6114,290,581,290,581,2345761
6115,907,539,0,0,847610253
6116,252,759,252,759,6573218
6117,985,208,0,0,210654783
6118,225,144,144,225,17206854
6119,326,975,326,975,235867140
6120,821,768,0,0,176043825
6121,575,96,575,96,63402
6122,597,911,911,597,73652104
6123,565,26,0,0,108452376
6124,411,877,411,877,358724061
6125,245,924,245,924,123467850
6126,221,593,221,593,527314806
6127,623,258,623,258,61452
6128,976,28,976,28,074531268
6129,623,696,623,696,4520136
6130,692,578,692,578,173468520
6131,289,19,19,289,36705482
6132,748,751,748,751,853614270
6133,234,357,234,357,7865013
6134,342,416,342,416,3584670
6135,946,732,946,732,1682704
6136,610,848,610,848,06241
6137,572,304,304,572,05721384
6138,809,584,809,584,4357602
6139,229,117,117,229,345206
6140,610,137,610,137,74628
6141,561,421,421,561,76341052
6142,356,308,356,308,570142683
6143,780,883,0,0,146352870
6144,584,339,584,339,1365728
6145,96,102,102,96,157832
6146,995,6,995,6,0235816
6147,468,900,468,900,04281
6148,699,324,699,324,786402513
6149,894,532,894,532,4651830
6150,946,373,946,373,570142638
6151,35,937,35,937,1243687
6152,771,653,653,771,54710286
6153,91,647,91,647,4805216
6154,788,778,788,778,386751204
6155,709,795,795,709,71563280
6156,250,380,380,250,305814
6157,844,567,567,844,51784260
6158,215,978,215,978,037825416
6159,654,483,654,483,7462310
6160,960,476,476,960,24057183
6161,561,279,279,561,38621450
6162,338,607,338,607,7532640
6163,386,447,386,447,017654832
6164,947,576,947,576,2503481
6165,504,497,504,497,6145827
6166,781,584,584,781,12768534
6167,501,57,501,57,468730215
6168,182,610,182,610,7465208
6169,625,644,625,644,6740513
6170,427,159,427,159,270831456
6171,555,880,0,0,542103786
6172,728,154,728,154,370458126
6173,947,58,0,0,871530642
6174,607,558,607,558,8027415
6175,999,364,999,364,138062547
6176,981,643,0,0,740136582
6177,887,143,887,143,654310872
6178,330,230,330,230,860532174
6179,807,450,450,807,65842701
6180,904,483,0,0,528314670
6181,333,492,492,333,682034
6182,657,129,657,129,814537602
6183,781,78,781,78,0745132
6184,578,36,578,36,21654
6185,472,201,472,201,80235
6186,131,104,131,104,752308416
6187,204,70,204,70,24568
6188,560,500,560,500,4725130
6189,902,97,902,97,461753820
6190,179,680,179,680,6381204
6191,943,561,943,561,8740215
6192,449,61,449,61,1048537
6193,250,529,529,250,46570318
6194,712,62,712,62,4701563
6195,692,283,692,283,5147068
6196,41,54,41,54,4732085
6197,764,808,0,0,036712584
6198,911,446,0,0,317604285
6199,261,262,261,262,4510672
6200,107,888,888,107,18027435
6201,453,489,453,489,3514620
6202,203,127,203,127,3024518
6203,498,541,541,498,30182657
6204,102,372,372,102,36142758
6205,395,918,395,918,3715240
6206,397,237,397,237,45028
6207,904,640,904,640,064873521
6208,155,639,639,155,823150
6209,311,114,311,114,4132058
6210,421,713,421,713,3870124
6211,758,472,758,472,06182
6212,55,479,0,0,136257084
6213,138,705,705,138,563472
6214,257,177,257,177,025873164
6215,736,179,179,736,56183024
6216,833,393,833,393,745321068
6217,424,496,424,496,0732486
6218,881,562,881,562,0487231
6219,674,395,674,395,412870563
6220,184,849,184,849,6347082
6221,377,294,0,0,714308562
6222,731,157,731,157,2765104
6223,353,933,353,933,4182650
6224,36,163,163,36,01543682
6225,309,322,0,0,416852730
6226,384,306,384,306,021356874
6227,772,691,772,691,17250
6228,892,252,892,252,3708246
6229,593,705,705,593,72543810
6230,233,877,877,233,578134
6231,341,563,341,563,672538104
6232,392,871,871,392,843157
6233,551,564,551,564,546320178
6234,649,478,649,478,4028536
6235,209,56,56,209,02518467
6236,154,30,154,30,4215637
6237,578,790,578,790,8706134
6238,438,862,438,862,567814032
6239,644,974,644,974,6173048
6240,213,86,213,86,153082647
6241,626,128,626,128,24865
6242,48,692,692,48,41328570
6243,641,458,641,458,307481562
6244,914,158,158,914,17462358
6245,820,291,291,820,72048156
6246,296,213,213,296,74025136
6247,167,32,167,32,426851073
6248,786,273,786,273,1872564
6249,961,39,39,961,42561380
6250,481,219,481,219,4315260
6251,106,611,106,611,58364
6252,813,129,813,129,5680172
6253,792,862,792,862,580427631
6254,580,905,580,905,5327061
6255,867,742,867,742,3264870
6256,233,138,233,138,837546210
6257,908,273,273,908,201653
6258,93,867,93,867,437805612
6259,843,619,619,843,70136854
6260,254,985,254,985,1840672
6261,577,996,577,996,173584026
6262,929,623,929,623,5036874
6263,360,910,360,910,7120634
6264,960,504,0,0,468530712
6265,464,281,281,464,04578216
6266,503,972,503,972,2685430
6267,920,676,920,676,01468
6268,367,463,367,463,012745368
6269,269,273,269,273,6417350
6270,406,986,406,986,173086542
6271,94,184,94,184,53812
6272,512,194,194,512,46258013
6273,293,710,0,0,036218475
6274,18,636,636,18,78054632
6275,40,402,40,402,507836124
6276,608,928,608,928,2375401
6277,490,50,50,490,37106458
6278,385,162,0,0,208435176
6279,985,618,618,985,38042751
6280,911,325,911,325,067328541
6281,260,114,114,260,705142
6282,415,325,0,0,571480623
6283,217,550,217,550,831452607
6284,674,504,0,0,361580472
6285,342,223,223,342,57628041
6286,602,843,843,602,13458026
6287,317,555,317,555,7563412
6288,226,897,226,897,1642583
6289,469,118,469,118,386412570
6290,566,485,485,566,30582674
6291,628,296,628,296,526740183
6292,41,306,306,41,168204
6293,339,450,339,450,1840637
6294,508,245,508,245,20456
6295,491,636,0,0,284673510
6296,13,980,13,980,684071532
6297,924,652,652,924,617240
6298,752,763,752,763,1307482
6299,916,505,916,505,852047136
6300,122,646,646,122,27158463
6301,85,238,85,238,45038
6302,811,773,773,811,06378451
6303,798,154,798,154,65738
6304,167,326,167,326,0651824
6305,349,484,349,484,0145278
6306,767,66,66,767,480572
6307,223,373,223,373,3742165
6308,92,965,965,92,374806
6309,72,262,72,262,1584072
6310,638,457,638,457,025678431
6311,256,426,426,256,60521874
6312,45,63,63,45,816407
6313,348,142,142,348,50743218
6314,496,688,496,688,570681324
6315,706,276,276,706,482736
6316,293,52,0,0,621587403
6317,698,606,698,606,4620513
6318,532,836,0,0,108257643
6319,979,87,979,87,6813457
6320,931,203,931,203,0714623
6321,350,690,690,350,76581420
6322,858,92,858,92,4132670
6323,604,873,604,873,156743802
6324,224,156,156,224,73862510
6325,970,896,896,970,32745186
6326,671,189,671,189,358127406
6327,187,303,187,303,7518260
6328,170,644,170,644,23486
6329,194,216,194,216,28416
6330,63,978,0,0,024813576
6331,858,142,0,0,754130268
6332,209,731,731,209,150268
6333,311,569,569,311,546078
6334,698,944,698,944,1568472
6335,11,103,103,11,50437826
6336,97,372,0,0,512378460
6337,956,629,0,0,536871420
6338,647,956,647,956,0438756
6339,415,379,379,415,84073652
6340,343,502,502,343,20561473
6341,846,348,846,348,714520386
6342,505,453,505,453,863507214
6343,455,674,674,455,54716230
6344,433,24,24,433,85264073
6345,887,271,271,887,375608
6346,59,909,59,909,634210857
6347,984,548,0,0,804267153
6348,575,855,575,855,7024856
6349,714,713,713,714,14507326
6350,221,483,483,221,45036278
6351,619,893,0,0,768034251
6352,431,487,431,487,602173548
6353,217,108,217,108,83265
6354,548,792,548,792,8641325
6355,112,214,0,0,546308217
6356,626,242,242,626,60421538
6357,284,37,284,37,1320476
6358,876,629,876,629,7128654
6359,317,693,0,0,718435260
6360,772,835,772,835,1658407
6361,860,635,635,860,067214
6362,337,647,337,647,2160738
6363,583,561,583,561,231865704
6364,205,689,205,689,81756
6365,138,933,138,933,2048365
6366,394,901,901,394,30148672
6367,874,532,874,532,6732150
6368,779,362,0,0,283604715
6369,794,818,0,0,673254801
6370,627,903,627,903,07132
6371,930,660,660,930,02835674
6372,505,318,505,318,128036457
6373,251,127,251,127,8251637
6374,507,303,507,303,071864532
6375,463,663,463,663,45682
6376,853,274,0,0,546710823
6377,86,206,206,86,568073
6378,191,67,191,67,7012648
6379,252,131,252,131,671840532
6380,110,133,133,110,86524170
6381,741,685,741,685,7064318
6382,305,777,777,305,67085124
6383,953,208,953,208,01623
6384,629,481,481,629,60872431
6385,252,525,252,525,065123478
6386,652,846,0,0,851670342
6387,365,385,365,385,601783254
6388,530,245,530,245,03162
6389,438,3,438,3,47058
6390,643,512,0,0,372586104
6391,331,6,331,6,5618407
6392,699,923,923,699,13460758
6393,268,436,268,436,0517346
6394,4,729,0,0,817625340
6395,565,953,953,565,34178652
6396,905,643,905,643,870413562
6397,13,360,13,360,07683
6398,449,541,541,449,50273468
6399,769,539,769,539,8145370
6400,869,389,869,389,46157
6401,582,541,582,541,360842715
6402,824,962,0,0,510876342
6403,638,33,33,638,746018
6404,376,320,376,320,1602438
6405,569,60,60,569,21385074
6406,779,283,779,283,435176820
6407,824,360,0,0,312856047
6408,415,704,415,704,4750263
6409,175,665,665,175,40826751
6410,336,269,336,269,5167023
6411,225,163,225,163,301485627
6412,399,751,0,0,873265104
6413,932,736,932,736,357084216
6414,857,843,843,857,30625781
6415,102,213,0,0,856420173
6416,555,968,555,968,2458071
6417,559,877,559,877,7045281
6418,245,600,245,600,678320154
6419,889,934,934,889,04786315
6420,873,309,309,873,35816042
6421,16,893,0,0,042671358
6422,549,650,650,549,07624815
6423,654,880,654,880,16724
6424,775,997,775,997,4136078
6425,85,940,85,940,7324061
6426,981,758,981,758,6438520
6427,9,427,9,427,375410268
6428,10,67,10,67,2837610
6429,498,845,498,845,84265
6430,480,814,0,0,685371042
6431,43,740,43,740,5314862
6432,461,570,0,0,826015473
6433,165,968,165,968,134267850
6434,800,17,800,17,108547632
6435,943,643,943,643,48602
6436,491,690,491,690,7618534
6437,6,826,6,826,308246157
6438,625,15,0,0,421360875
6439,949,636,949,636,8305174
6440,989,947,0,0,065874312
6441,850,977,850,977,1603428
6442,670,389,0,0,421367805
6443,633,624,633,624,235467081
6444,694,414,414,694,41823670
6445,687,557,687,557,207156348
6446,796,367,367,796,81645032
6447,234,418,234,418,7648305
6448,794,496,496,794,53260847
6449,440,119,440,119,6458320
6450,362,74,362,74,723580461
6451,411,565,565,411,85142073
